ID,sentence,label,language
648,আর্কেড গেমপ্লে খুবই সহজ গেম এবং আমি মনে করি যে এটি মোটেও চ্যালেঞ্জিং নয়।,Negative,bn
649,તે હોલ્ડિંગ છેડે સરસ ગાદી સાથેનો ખૂબ જ યોગ્ય પટ્ટો હોય છે. તે બહુ લાંબુ કે ટૂંકું નથી હોતું. તે રિફ્લેક્ટર સુવિધા તમને મોડી સાંજે ચાલવા દરમિયાન મદદ કરે છે જ્યાં લાઇટ ઓછી હશે.,Positive,gu
650,بالکل بھی ترقی یافتہ کھلاڑیوں کے لیے نہیں، غیر مطمئن۔,Negative,ur
651,یہ آسان ہے، اچھا سائز ہے، ٹھیک کام کرتا ہے، تمام اضافی خراب بالوں کو بغیر کھرونچ کے باہر نکال دیتا ہے۔,Positive,ur
652,"இது கைக்கு அடக்கமாக இருக்கிறது, சரியான அளவு கொண்டது, நன்றாக வேலை செய்கிறது, சிராய்ப்புகளை ஏற்படுத்தாமல் அதிகப்படியான தளர்வான முடிகளை வெளியே எடுக்கிறது.",Positive,ta
653,"இதில் சால்மன் மீன் உள்ளது, இது ஆரோக்கியமான சருமம் மற்றும் முடிக்காக உயர்தர புரதம் மற்றும் ஒமேகா கொழுப்பு அமிலங்களை வழங்குகிறது. இந்த ஒமேகா-3 கொழுப்பு அமிலம் சால்மன் எண்ணெய் மூலம் கிடைக்கிறது, இது நாய்க்குட்டிகளின் மூளை மற்றும் பார்வை வளர்ச்சிக்கு உதவுகிறது. இது முட்டை அல்லது முட்டை சார்ந்த பொருட்கள் இல்லாமல் தயாரிக்கப்படுகிறது, எனவே இது முட்டை சென்சிடிவிட்டி கொண்ட நாய்களுக்கு ஏற்றது.",Positive,ta
654,"ସେମାନେ କିଛି ବାସ୍ତବରେ ଲୋକପ୍ରିୟ ୱେବ୍ ସିରିଜ୍ ଉତ୍ପାଦନ କରିଛନ୍ତି ଯାହା ପ୍ରତ୍ୟେକଙ୍କ ପାଇଁ ନିଶ୍ଚୟ ଦେଖିବା ଆବଶ୍ୟକ | ବୋଷ ମୃତ କିମ୍ବା ଜୀବନ୍ତ, କେତୋଟିର ନାମ ଦେବାକୁ କେବଳ ପରୀକ୍ଷା ମାମଲା |",Positive,or
655,80 ವರ್ಣರಂಜಿತ ಚಿತ್ರ ಪುಟಗಳೊಂದಿಗೆ 20 ಕಥೆಗಳನ್ನು ಹೊಂದಿರುವ ಅದ್ಭುತ ಮತ್ತು ಆಸಕ್ತಿದಾಯಕ ಕಥೆಯ ಪುಸ್ತಕ. ನನ್ನ ಮಕ್ಕಳು ಅದನ್ನು ತುಂಬಾ ಇಷ್ಟಪಟ್ಟಿದ್ದಾರೆ. ನಾನು ರೂ. ಗೆ ಪಡೆದುಕೊಂಡೆ. ಅಮೆಜಾನ್ ನಲ್ಲಿ 175ಯೋಗ್ಯ ಬೆಲೆಗೆ ಅದ್ಭುತವಾದ ಪುಸ್ತಕ.,Positive,kn
656,"अच्छी साउंड, बहुत सारी संभावनाएं, और प्रेशर सेंसिटिव कीज़ (key) प्ले करने पर अधिक बारीकियां देती हैं।",Positive,hi
657,ਮੈਂ ਹੁਣ ਤੱਕ ਦੋ ਸਟੀਰਲਾਈਜ਼ਰਾਂ ਦੀ ਵਰਤੋਂ ਕੀਤੀ ਹੈ ਅਤੇ ਅਖੀਰ ਵਿੱਚ ਇੱਕ ਬਹੁਤ ਵਧੀਆ 'ਤੇ ਮਿਲ ਗਿਆ ਹੈ। ਇਸ ਦੀ ਚੰਗੀ ਸਮਰੱਥਾ ਹੈ ਅਤੇ ਇਹ ਛੇ ਬੋਤਲਾਂ ਅਤੇ ਪੈਸੀਫਾਇਰ ਨੂੰ ਤੱਕ ਨੂੰ ਸਾਫ਼ ਕਰ ਸਕਦਾ ਹੈ। ਇੱਥੋਂ ਤੱਕ ਕਿ ਟਾਪ 'ਤੇ ਇੱਕ ਇਨ-ਬਿਲਟ ਵਾਰਮਰ  ਹੈ। ਇੱਕ ਲਾਜ਼ਮੀ ਖਰੀਦਿਆ ਜਾਣ ਵਾਲਾ.,Positive,pa
658,સ્પેશિયલ ઇફેક્ટ્સ કરતાં તે વીઆર (VR) અનુભવ જેવું લાગે છે. સ્પેશિયલ ઇફેક્ટ્સ દ્વારા તમારા મગજને મૂર્ખ બનાવવું.,Negative,gu
659,"এটি ট্রিয়ন আইটি পার্কের ভিতরে অবস্থিত, (আগে ইনঅরবিট মোলে ছিল) শীর্ষস্থানীয় পরিষেবাসহ একটি দুর্দান্ত সিনেমা মাল্টিপ্লেক্স হল।",Positive,bn
660,مجھے ایسا لگتا ہے جیسے گلوکار بھونکتے کتوں کی طرح ایک دوسرے پر چیخ رہے ہیں اور چلا رہے ہیں!,Negative,ur
661,সস্তার প্লাস্টিক দিয়ে তৈরি। পাখা চলার সময় ব্লেড আওয়াজ করে এবং অবশেষে অর্থের অপচয় হয়।,Negative,bn
662,"ఎసి ఇప్పుడు కాపర్ అలాయ్ కాయిల్స్‌తో వస్తోంది. ఇది అల్లూమినియం కాయిల్స్‌తో పోలిస్తే మరింత సమర్థవంతంగా ఉన్నప్పటికీ, దాని వల్ల ఖర్చు చాలా ఎక్కువగా ఉంటుంది.",Negative,te
663,"എത്ര വലിയ വിഷമയമായ സ്ഥലത്താണുള്ളത്! നിങ്ങളുടെ പങ്കിട്ട ഉള്ളടക്കം ഇഷ്‌ടപ്പെട്ടില്ലെങ്കിൽ, നിങ്ങളുടെ ഉള്ളടക്കം ""ചീത്ത"" ആയതിനാലും ""മോശം പോസ്റ്റ്"" ആയതിനാലും സാധ്യമായ എല്ലാ വഴികളിലും നിങ്ങളെ ഭീഷണിപ്പെടുത്തും.",Negative,ml
664,દાવાઓ અવાસ્તવિક હોય તેવું લાગે છે અને મને ઓર્ગેનિકની મંજૂરી દેખાતી નથી.,Negative,gu
665,ਬਾਸ ਦੇ ਪੱਧਰ ਤਸੱਲੀਬਖਸ਼ ਨਹੀਂ ਹਨ,Negative,pa
666,ਫਾਰਚੂਨ ਚੱਕੀ ਤਾਜ਼ਾ ਆਟਾ ਇੱਕ ਚੰਗੀ ਗੁਣਵੱਤਾ ਵਾਲਾ ਚੱਕੀ ਆਟਾ ਹੈ ਅਤੇ ਸਭ ਤੋਂ ਨਰਮ ਰੋਟੀਆਂ ਬਣਾਉਂਦਾ ਹੈ। ਇਹ ਤੁਹਾਨੂੰ ਕਦੇ ਨਿਰਾਸ਼ ਨਹੀਂ ਕਰੇਗਾ।,Positive,pa
667,"हे अॅप एकापेक्षा जास्त युजर्सना सपोर्ट करत नाही. केवळ रजिस्टर केलेल्या एकाच नंबरला अॅक्सेस आहे किंवा ज्याला अॅक्सेस करायचे आहे, त्याला मूळ खातेधारकाला ओटीपी मागावा लागतो आणि एकावेळी एकाच युजरला पाहता येते.",Negative,mr
668,କ୍ଷୁଦ୍ର ସ୍ଥାନଗୁଡ଼ିକ ପାଇଁ ଏୟାର କୁଲର୍ ଆକାରରେ ଛୋଟ | କିନ୍ତୁ କାଷ୍ଟର ଚକଗୁଡିକର କ୍ୱାଲିଟି ଏତେ ଖରାପ ଯେ ଏତେ ଛୋଟ କୁଲରକୁ ମଧ୍ୟ ସମର୍ଥନ କରିବାରେ ବିଫଳ ହୁଏ |,Negative,or
669,"இதில் பல உன்னதமான புதிரான காட்சிகள் இருந்தன என்று நினைக்கிறேன். ஜம்ப் ஸ்கேர்ஸ், வினோதமான இசை போன்றவற்றை நான் மிகவும் விரும்பினேன்.",Positive,ta
670,"આ સૂટ્સ ઉચ્ચ ગુણવત્તાના પોલિકોટન ફેબ્રિકમાંથી બનાવવામાં આવ્યા છે, જે શ્વાસ લઇ શકાય તેવા, આરામદાયક, હળવા વજનના અને પહેરવામાં સરળ હોય છે.",Positive,gu
671,பெரும்பாலான இடங்களில் மங்கலான விளக்குகள் இருக்கின்றன மற்றும் பாதைகள் உடைந்திருக்கின்றன. பராமரிப்பு தேவை!,Negative,ta
672,జరా హ్యాండ్ బ్యాగ్ దాని నాణ్యత మరియు మన్నికకు ప్రసిద్ధి చెందింది. దీని తోలు మృదువుగా మరియు దృఢంగా ఉంటుంది. దీనిలో మంచి నాణ్యమైన జిప్‌లతో అనేక ప్యాకెట్‌లు ఉంటాయి.,Positive,te
673,ମା ଏବଂ ପୁଅର ଏକ ସରଳ କାହାଣୀ ଯେଉଁଥିରେ ଭାବୁକତାପୂର୍ଣ୍ଣ କରିବା ପାଇଁ ବିଫଳ ପ୍ରୟାସ ରହିଛି |,Negative,or
674,"“अन्नाचा दर्जा चांगला आहे, भारतात येणाऱ्या फ्लाईट्समध्येसुद्धा.”",Positive,mr
675,یہ فلم بہترین ممکنہ انداز میں ایک جذباتی رولر کوسٹر ہے۔ اتنے تاریک موضوع کو اتنی ہمدردی اور حساسیت، لطیف مزاح، ایسے دلفریب کرداروں کے ساتھ نمٹنا، میں نے اسے دیکھنے کے لیے 1.5 گھنٹے لگائے ہیں جو قابل قدر تھا۔,Positive,ur
676,बिजाबखौ सा साज्राङै नायनानै रावबो खेबसेयावनो बायनाय नङा। कभारनि दिजाइना समायना नंथारा आरो जेरै जानांगौ बिदि नङा।,Negative,bd
677,"ಶೈಕ್ಷಣಿಕ ಅಭಿವೃದ್ಧಿಗೆ ಸೃಜನಶೀಲವಾಗಿ ವಿನ್ಯಾಸಗೊಳಿಸಲಾಗಿದೆ. ಸೌರವ್ಯೂಹದ ಪರಿಕಲ್ಪನೆಯು ಕಪ್ಪು ಆಕಾಶದ ಕೆಳಗೆ ಕ್ಯಾಂಪಿಂಗ್ ಮಾಡುವಾಗ ಮತ್ತು ಕ್ಯಾಂಪ್‌ಫೈರ್ ಮಾಡುವ ಮೂಲಕ ಸಂಭಾಷಣೆಯನ್ನು ಪ್ರಾರಂಭಿಸುವಾಗ (ಸೂರ್ಯನನ್ನು ಪ್ರತಿನಿಧಿಸುತ್ತದೆ), ಸುತ್ತಲೂ ವೃತ್ತಗಳನ್ನು ಎಳೆಯುವ ಮೂಲಕ ಮತ್ತು ಕಕ್ಷೆಗಳ ಮೇಲೆ ಗ್ರಹಗಳಂತೆ ಹಣ್ಣುಗಳು, ಬೆಣಚುಕಲ್ಲುಗಳು ಅಥವಾ ಯಾವುದನ್ನಾದರೂ ಸುತ್ತಿನಲ್ಲಿ ಬಳಸುತ್ತದೆ.",Positive,kn
678,જ્યારે ફાઇબરથી સમૃદ્ધ આટા વિકલ્પોની વાત આવે છે ત્યારે ફોર્ચ્યુન ચક્કી ફ્રેશ આટા એ છેલ્લો વિકલ્પ હોવો જોઈએ.,Negative,gu
679,ఇది రిఫ్రిజిరేటర్‌లు మరియు వాటర్ హీటర్లు వంటి అనేక పరికరాలకు మద్దతు ఇవ్వదు. దీని గురించి నాకు ఇంతకు ముందు తెలియజేయకపోవడం హాస్యాస్పదంగా ఉంది.,Negative,te
